course_title,url,is_paid,price,num_subscibers,num_reviews,num_lectures,level,content_duration,subject,published_date,year,month,day
DATA SCIENCE PYTHON COURSE | PYTHON WITH DATA SCIENCE COURSE,https://www.youtube.com/live/MFv2v86C8VI?si=CM5IZ_gO3czyc2vR,FALSE,0,135997,53,1,BEGINNER,11:29:11,DATA SCIENCE,2021-03-02,2021,3,2
PYTHON FOR DATA SCIENCE FULL COURSE | DATA SCIENCE WITH PYTHON FULL COURSE IN 12 HOURS,https://youtu.be/rZscdOTs3s0?si=vZXacx9gA6lr904V,FALSE,0,75825,30,1,BEGINNER,11:32:14,DATA SCIENCE,2020-12-20,2020,12,20
DATA SCIENCE FULL COURSE - LEARN DATA SCIENCE IN 10 HOURS,https://youtu.be/-ETQ97mXXF0?si=tpGHTg_OeYksyBRX,FALSE,0,3643594,699,1,BEGINNER,10:23:56,DATA SCIENCE,2019-08-18,2019,8,18
DATA SCIENCE FULL COURSE | DATA SCIENCE TUTORIAL FOR BEGINNERS,https://youtu.be/j65ifqmhI_M?si=Rcbbky9uyTiFweJT,FALSE,0,16332,4,1,BEGINNER,11:33:01,DATA SCIENCE,2023-11-09,2023,11,9
PYTHON FOR DATA SCIENCE FULL COURSE | DATA SCIENCE TUTORIALS FOR BEGINNERS IN 2022,https://youtu.be/JDcZBzb46ts?si=4xck7usf-8hGHRjQ,FALSE,0,1029370,774,1,BEGINNER,10:12:07,DATA SCIENCE,2021-03-07,2021,3,7
INTRODUCTION TO BACKEND DEVELOPMENT,https://www.coursera.org/learn/introduction-to-back-end-development?specialization=meta-back-end-developer,FALSE,0,127677,2917,4,BEGINNER,18:00:00,WEB DEVELOPMENT,2019-07-05,2019,7,5
PROGRAMMING IN PYTHON,https://www.coursera.org/learn/programming-in-python?specialization=meta-back-end-developer,FALSE,0,80636,1278,5,BEGINNER,44:00:00,WEB DEVELOPMENT,2020-12-27,2020,12,27
INTRODUCTION TO DATABASES FOR BACKEND DEVELOPMENT,https://www.coursera.org/learn/intro-to-databases-back-end-development?specialization=meta-back-end-developer,FALSE,0,34781,526,,BEGINNER,27:00:00,WEB DEVELOPMENT,2020-11-29,2020,11,29
DJANGO WEB FRAMEWORK,https://www.coursera.org/learn/django-web-framework?specialization=meta-back-end-developer,FALSE,0,35193,453,5,BEGINNER,45:00:00,WEB DEVELOPMENT,2020-10-23,2020,10,23
APIS,https://www.coursera.org/learn/apis?specialization=meta-back-end-developer,FALSE,0,29082,246,4,INTERMEDIATE,12:00:00,WEB DEVELOPMENT,2019-04-14,2019,4,14
BACKEND DEVELOPER CAPSTONE,https://www.coursera.org/learn/back-end-developer-capstone?specialization=meta-back-end-developer,FALSE,0,17208,106,4,INTERMEDIATE,20:00:00,WEB DEVELOPMENT,2017-07-19,2017,7,19
"NODE.JS,EXPRESS,MONGODB,BOOTCAMP",Â https://www.udemy.com/course/nodejs-express-mongodb-bootcamp/,TRUE,549,140501,23269,229,BEGINNER,42:00:00,WEB DEVELOPMENT,2023-11-23,2023,11,23
FUNDAMENTALS OF BACKEND ENGINEERING,https://www.udemy.com/course/fundamentals-of-backend-communications-and-protocols/?couponCode=ST8MT40924,TRUE,549,30061,3572,55,INTERMEDIATE,16:00:00,WEB DEVELOPMENT,2024-02-13,2024,2,13
PRO JAVASCRIPT BACKEND DEVELOPER,https://www.udemy.com/course/pro-javascript-backend-developer/?couponCode=ST8MT40924,TRUE,549,2637,236,145,INTERMEDIATE,21:30:00,WEB DEVELOPMENT,2022-06-25,2022,6,25
COMPLETE C# COURSE BEGINNER TO EXPERT,https://www.udemy.com/course/complete-c-sharp-programming-course-beginner-to-expert/,TRUE,549,6753,1273,561,ALL,27:00:00,WEB DEVELOPMENT,2024-03-19,2024,3,19
BACKEND WEB  DEVELOPMENT COURSE,https://www.geeksforgeeks.org/courses/Java-backend-live?https://practice.geeksforgeeks.org/courses/java-backend-live&source=google&medium=cpc&device=m&keyword=complete%20backend%20development%20course&matchtype=b&campaignid=10445850397&adgroup=103732966036&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5juxkqSK4IPq-dALyfzuY2NvfY6JeZW8xg8SBYU2ybsMtBqXa3mNJ8aAv8IEALw_wcB,TRUE,42000,322,288,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-22,2022,3,22
BACKEND WEB  DEVELOPMENT COURSE,https://www.codingninjas.com/careercamp/professionals/?utm_source=google&utm_medium=[search]&utm_campaign=19312337481_144235770843_p_backend%20development%20full%20course_,TRUE,42000,200,235,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-08,2022,3,8
BACKEND WEB  DEVELOPMENT COURSE,https://www.crio.do/backend-developer-track/?utm_source=google-ads-search&utm_medium=backend&utm_campaign=Backend-Course&utm_term=backend%20development%20course&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5h8EFnUJIfS8IoNQgq8y1YyfimIUiEuhQX_ITdYd1tgMsDrTRHkgBYaAj0VEALw_wcB,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,WEB DEVELOPMENT,2022-02-05,2022,2,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.simplilearn.com/full-stack-developer-course-mern-certification-training?utm_source=google&utm_medium=cpc&utm_term=web%20development%20full%20course&utm_content=21059496870-158126009406-692387095819&utm_device=m&utm_campaign=Search-TechCluster-SD-NPG-Masters-FSD-Mernstack-IN-Main-AllDevice-adgroup-Full-Stack-Keywords&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5itP4nJcmd9JSV6qcVEfvCFCHVF40n1ylxROFvvf-vacShvbccDUoIaAh0cEALw_wcB,TRUE,42000,190,332,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2023-03-04,2023,3,4
BACKEND WEB  DEVELOPMENT COURSE,https://www.coursera.org/professional-certificates/ibm-backend-development,TRUE,42000,233,332,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2020-03-05,2020,3,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.coursera.org/professional-certificates/meta-back-end-developer,TRUE,42000,322,222,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2023-07-31,2023,3,7
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/meta-back-end-developer-professional-certificate-course-courl5061,TRUE,42000,200,234,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-05-07,2022,5,7
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/introduction-to-back-end-development-course-courl5163,TRUE,42000,222,124,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2016-01-08,2016,1,8
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/introduction-to-databases-for-back-end-development-course-courl5289,TRUE,42000,344,432,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2015-02-05,2015,2,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/pro-backend-developer-course-course-lecoonl1,TRUE,42000,200,333,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2012-05-01,2012,5,1
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/backend-software-development-course-grlel104,TRUE,42000,322,288,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-22,2022,3,22
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/back-end-application-development-capstone-project-course-courl5563,TRUE,42000,200,235,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-08,2022,3,8
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/back-end-developer-capstone-course-courl5229,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,WEB DEVELOPMENT,2022-02-05,2022,2,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/intermediate-back-end-development-with-node-and-mongodb-course-courl7004,TRUE,42000,190,332,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2023-03-04,2023,3,4
BACKEND WEB  DEVELOPMENT COURSE,https://www.shiksha.com/online-courses/articles/learn-backend-development/,TRUE,42000,233,332,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2020-03-05,2020,3,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.freecodecamp.org/learn/back-end-development-and-apis/,TRUE,42000,322,222,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2023-07-31,2023,7,31
BACKEND WEB  DEVELOPMENT COURSE,https://pwskills.com/course/backend-development-free/,TRUE,42000,200,234,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-05-07,2022,5,7
BACKEND WEB  DEVELOPMENT COURSE,https://www.springboard.com/blog/software-engineering/best-backend-developer-courses/,TRUE,42000,222,124,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2016-01-08,2016,1,8
BACKEND WEB  DEVELOPMENT COURSE,https://www.masaischool.com/courses/fullstack-web-development,TRUE,42000,344,432,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2015-02-05,2015,2,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.udacity.com/course/intro-to-backend--ud171,TRUE,42000,200,333,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2012-05-01,2012,5,1
BACKEND WEB  DEVELOPMENT COURSE,https://courses.learncodeonline.in/learn/Complete-Backend-development-with-NodeJS,TRUE,42000,200,234,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-05-07,2022,5,7
BACKEND WEB  DEVELOPMENT COURSE,https://www.scaler.com/courses/full-stack-developer/?utm_source=ads&utm_medium=googlepmc&utm_campaign=perf_scaler_requestcallback_ads_googlepmc_custom-audience_india_24-44-ac1&utm_content=tech-specific-inmarket_jobrole-data&utm_term=academy_requestcallback-2024_static-video&param1=&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gt2m0MmxEcIAlFlnnwLFj3ttARvOc11e8-QVo68Hkir4VSVfnqCWQaAjpKEALw_wcB,TRUE,42000,222,124,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2016-01-08,2016,1,8
BACKEND WEB  DEVELOPMENT COURSE,https://www.guvi.in/zen-class/full-stack-development-course/?ref=Paid-Ads&utm_source=Google-Search&utm_medium=Zen-Full-Stack-Search-BroadMatch-AP-TL-Mar-24-Web-Development-Broad-Match-AP-TL&utm_campaign=Zen-Full-Stack-Search-BroadMatch-AP-TL-Mar-24-Web-Dev-Text-Ad&utm_content=Zen-Full-Stack-Search-BroadMatch-AP-TL-Mar-24&utm_network=g&utm_device=m&utm_keyword=web%20developer%20certification&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5giLlTCOaIVbpZqaaTgTdgKF5YJrCtnWCsPGXtL3qNC5H7vcRLEUcgaAogMEALw_wcB,TRUE,42000,344,432,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2015-02-05,2015,2,5
BACKEND WEB  DEVELOPMENT COURSE,https://www.almabetter.com/courses/full-stack-web-development?utm_source=Inorganic_google&utm_medium=web_development&utm_campaign=Nonbrand|Web_Dev&utm_content=complete_backend_development_course_Phrase&utm_term=text_ad&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5iTWIrZlNKmi8WSxbhhrBmLMX6KKHYaniY8FC2bCXdc_q7PLxvj1XYaAs9wEALw_wcB,TRUE,42000,200,333,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2012-05-01,2012,5,1
BACKEND WEB  DEVELOPMENT COURSE,https://www.waveapps.com/freelancing/back-end-development-courses,TRUE,42000,322,288,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-22,2022,3,22
PYTHON COURSE,https://intellipaat.com/python-certification-training-online/?utm_source=google&utm_medium=display&utm_campaign=p_performance-max_generic_in_female_aug&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5hfHTtyYSn5uipT-_Lmo9R-3xdDsFnyG7Qj8rSb9iVVKAxRwcYnm3kaAtAzEALw_wcB,TRUE,42000,200,333,20,ALL LEVEL,6 months,PROGRAMMING LANGUAGE,2012-05-01,2012,5,1
PYTHON COURSE,https://www.simplilearn.com/mobile-and-software-development/python-development-training,TRUE,42000,200,234,15,ALL LEVEL,6 months,PROGRAMMING LANGUAGE,2022-05-07,2022,5,7
PYTHON COURSE,https://www.simplilearn.com/learn-python-basics-free-course-skillup,TRUE,42000,222,124,15,ALL LEVEL,6 months,PROGRAMMING LANGUAGE,2016-01-08,2016,1,8
PYTHON COURSE,https://www.simplilearn.com/certifications/python-courses,TRUE,42000,344,432,20,ALL LEVEL,6 months,PROGRAMMING LANGUAGE,2015-02-05,2015,2,5
PYTHON COURSE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj_qY3F-LuFAxWYomYCHfD-Bo4YABAHGgJzbQ&ae=2&dsh=1&ase=3&agsac=djWvKcBFhps&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5jVx4UXe6nFpa63f-n1EeXO61SlD-NO1BBUcsWgVqakCr2EZEgiNWoaArUQEALw_wcB&cit=CkQKCAjwlN6wBhAbEjQArQ3Zc7B2Lg57ZXCTrsYx244OpPIpoze6eLkS3G6ygd1QY68WWEJYwBKTGGldeZnIpk0WGgKsHfD_BwE&ei=WsYYZojxHKDXseMPj6WF-Ac&ohost=www.google.com&cid=CAESwwHg9p4Dk-azrPDJirMiC7Oy-T_baJ3B6daFyQnbpDNIvWO6JRIUwFxz4zIhPO0V0veO3KjJLfJZpgzEjziRHc_nQ0Rlw7t-NARul0tZeyWl0vxv7VSFIgvZoF_FcmGh14RLYjftBSIkN8SlwpDmVDIr7eQK85sbHRo19bAILtB2Fk2NGyqWDICVtRPcQ2stCpmbdSoVNnr-bGY-sJm6osrTLHsmA3lr3UHxRVZx-OtkyIw1xFIOyw8BK4AYd4Mvg0TbCLk&sig=AOD64_2IXrMD3FN4at6x2FI-4fThHBs3AQ&q&sqi=2&adurl&ved=2ahUKEwiIhojF-LuFAxWga2wGHY9SAX8Q0Qx6BAgJEAE&nis=12&uk=1712899805808&ms=CoACPWVefn3IE_3P_2gUxms2ZC_yksG2087izKd1Y-lzBJwozJigaNopx4Tb2qhOyPR68qRBwGZG2U4EWMpzS4cB5mkVbm_hXkDj-K19mxBUnbzzq-kJTmfC2zc54gbSh1z6B0CsHzKL73rbSlFfOI94U5b9Betu0M_zt64wWWOGkVbecznXoAIDRTZ5OJlwVK9YvShpzyYdY7Pid662mxTkHR-x-Ph5qZrVzteY0S67LUroyj0GMjPyre4gwe1iP91JcMZcohUO4-GG1PR984HotCZ077b5BW01GKMtHcqNrR5DJgAcpwjPtZWpTFoY-_asqrGEIhwkv_rVc-Gv3fFIIQqAArtpDBSjEmklNEI5KIHLFHwR0CoeZ37QoSlkVloncScSOj5mqp8hv5gl2vqiJaiwzY_mMGlHsNCBfgZ0xWNXLfcJRGfq5IoRGN8dwjCgQYoxCPAo4tc_kd67qBqSp2QlJfC2l2EZ7V_Ca-6ZkBklOFKI0ae8vIBYVNnh_IHQx1xpDHMgDIkkYK9dPPKqsMAKapb07QJOCs_FELk5Ezz7NquDzpUGuYrG56jszFLNKKn5gGcb8Jb29ol_3JScSDlCoZbiFR8p_xbbOwOy8U5k2Lo4ANCuArX3K8B0j_jRE8rgOR4lDPuf2ZSR-hdsPajgUenMJ80KAXLrdFxAFjVD98ESEFwxqcWEQVKppASbOaghJig&dct=1,TRUE,42000,200,333,20,ALL LEVEL,6 months,PROGRAMMING LANGUAGE,2012-05-01,2012,5,1
PYTHON COURSE,https://www.simplilearn.com/best-python-certifications-article,TRUE,42000,322,288,20,ALL LEVEL,6 months,PROGRAMMING LANGUAGE,2022-03-22,2022,3,22
PYTHON FOR DATA SCIENCE,https://www.upgrad.com/graduate-certificate-program-data-science-upgrad/?utm_source=GOOGLE&utm_medium=NBSEARCH&utm_campaign=IND_ACQ_WEB_GOOGLE_NBSEARCH_DV_UPG_GCP_HIT_ROI_18to24_tech_adtg&utm_content=Data_Science&utm_term=data%20science&ad_device=m&ad_network=g&ad_creative=693552771972&ad_placement=&ad_keyword_matchtype=b&ad_clickid=Cj0KCQjwlN6wBhCcARIsAKZvD5h3RK5ijb-kVtbcYTHe4e3czOg2JPnJS1bs7rZhIYU354gqpVUHWLEaAlpZEALw_wcB&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5h3RK5ijb-kVtbcYTHe4e3czOg2JPnJS1bs7rZhIYU354gqpVUHWLEaAlpZEALw_wcB,TRUE,42000,344,432,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2015-02-05,2015,2,5
PYTHON FOR DATA SCIENCE,https://www.mygreatlearning.com/great-lakes-data-science-engineering-course?&utm_source=Search&utm_medium=Great-Lakes-Great-Learning&utm_campaign=DSEFT_Brand_metros_GL&adgroup_id=105243994518&campaign_id=10541441685&keyword=great%20learning%20big%20data%20course&ad_id=448327536479&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5ggXd446ZUMXVpa6bq5w8rW5gixakBmXh-FfEj4Lo5pJSsCAuF3Ts4aAijDEALw_wcB,TRUE,42000,200,333,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2012-05-01,2012,5,1
PYTHON FOR DATA SCIENCE,https://course.learnbay.co/datascience/s2-data-science-generic?utm_source=google&utm_medium=ds_course_generic&utm_campaign=skc_data_science_course_generic_20804713851&utm_term=60703613628&utm_content=%22data_science_course%22&utm_term=data%20science%20course&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=6881325803&hsa_cam=20804713851&hsa_grp=154709583983&hsa_ad=682551790267&hsa_src=g&hsa_tgt=kwd-60703613628&hsa_kw=data%20science%20course&hsa_mt=p&hsa_net=adwords&hsa_ver=3&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5jqlrWtMBhZhtSwz6KiTk0iSO8JnU7yvITd8QfDbbyFjWV1Somw1BEaAjDmEALw_wcB,TRUE,42000,322,288,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-22,2022,3,22
PYTHON FOR DATA SCIENCE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjhy52t-buFAxVLq2YCHYfaCYMYABACGgJzbQ&ae=2&dsh=1&ase=3&agsac=OeulLK08c1o&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gAcP-ibS9rsvkQdyarqPsMAgUFWp5UbCImp0uDECYiFvRxU1fE7gsaAvncEALw_wcB&cit=CkQKCAjwlN6wBhAbEjQArQ3Zc8QH-G8O3hnvqXhGWC11ZnFAJ5svqP40AHMPhYLKE1rrWKdVZMNUtevlAV2weac2GgKH8vD_BwE&ei=NMcYZsTOMpu5seMPkqungAQ&ohost=www.google.com&cid=CAESwwHg9gJkUubVJ17MHxf1HFRaUeApUWmL6xV1aDg-DCoK1tzDVZXIie0Yrg6ghSwRT8wkEMNFa210tDSpFGQAieSgyEo6QA0tadZZAQdKUsceCrJA4N2vKTGPFMJh44BeLxcyn0HSHxNQPWECXrN4B4vcA3dtXRNTVFLJlGipBP4-1hZQdVsQux7_Ki40AnVivmvavMDSEQ6yCNrIdikyS2ZJyCSA2lUJ4dP3cjRtMu91ckQXsmSvtvrMp6g8gb9nA5qAkNQ&sig=AOD64_0ML0-RuJgBfsNtGAfEWLr9bOZuNg&q&sqi=2&adurl&ved=2ahUKEwjEuJet-buFAxWbXGwGHZLVCUAQ0Qx6BAgHEAE&nis=12&uk=1712899996552&ms=CoACDd4Bfz9XOKBVjGN1ch51caT9pD3JLYYWDrToFvAQrXdL08RPSOA8kD4mY_B7BswZ-nR3BdEBhZ7LWkm9SXVv4-NtwY4ymmBebBv918oh3iZKzUAdQPmgJNgYVArkYzUW672A-0LG6l78VQ3yauQ3bc0JcrJyScjOOAGZ98wDAr0kGsdaU2znon5WxwgvykzNB6s-Yult1OSfchYt0pWs-5kVHn4uDo99qGaMCXkTqM1no4Nvs_Vwtrhaf8LbJm3z_kM0VxeLCMO0DzMgbWCMY0avVPChnGexMadMiB2Mvlz2w_A0Sfg6cNSIIKa_OEJA6F-9o3QKQSlcvYcErpE1kgqAAhUw5rm3BC2uwKBBlQFYwxS9W66oJdsFQpmXc_7fd4Jofz-UT2H9Zs5Bb1zX_yJQ5QuECRT1cJWGnRLOrNrgNShowtXVcvFSk5KlZzivYv660o7PS5mlyfyUXIkWDw_rYiL76VLzAgPdpnulzMG1enTTrWq9luxpLYrZrhEP3KGfODK-VM1BVCZGObsRCf29MmAqGzA_AkCPjGunS7m_RFThV8ckgnK4fay8n0nvwr-fvMcmuz-IvpZkDd2eyib3RvKHvsaP_SurDXoRZJYfFCNmMg9qLMxVcdChnW73nBMGwFFpdto2JdA0NMqSqevm8wOTPyCL1caxPueV9jh06E0SEJxP4v1abX-qFCwluClEuVc&dct=1,TRUE,42000,200,235,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-08,2022,3,8
PYTHON FOR DATA SCIENCE,https://www.coursera.org/courses?query=data%20science&skills=Python%20Programming,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,WEB DEVELOPMENT,2022-02-05,2022,2,5
PYTHON FOR DATA SCIENCE,https://stats.uptimerobot.com/mGQLripm5z/history,TRUE,42000,190,332,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2023-03-04,2023,3,4
PYTHON FOR DATA SCIENCE,https://www.simplilearn.com/big-data-and-analytics/python-for-data-science-training,TRUE,42000,233,332,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2020-03-05,2020,3,5
PYTHON FOR DATA SCIENCE,https://pll.harvard.edu/course/introduction-data-science-python,TRUE,42000,322,222,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2023-03-07,2023,3,7
PYTHON FOR DATA SCIENCE,https://www.datacamp.com/courses/intro-to-python-for-data-science,TRUE,42000,200,234,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-05-07,2022,5,7
PYTHON FOR DATA SCIENCE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjhy52t-buFAxVLq2YCHYfaCYMYABAGGgJzbQ&ae=2&dsh=1&ase=3&agsac=bZZwtB6tz_8&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5i3I3dVKvgdVq_3eGZCyebuDe_mBXsbrQ9zcsy2CgO2M80gHIA_FjsaAh0bEALw_wcB&cit=CkQKCAjwlN6wBhAbEjQArQ3ZcxRUgcxFkqxQH67fLoGbuRb0gecnFyu53J-ZhJWl7_bOFpyNTCB_zrFy86UhHzxKGgJd4fD_BwE&ei=NMcYZsTOMpu5seMPkqungAQ&ohost=www.google.com&cid=CAESwwHg9gJkUubVJ17MHxf1HFRaUeApUWmL6xV1aDg-DCoK1tzDVZXIie0Yrg6ghSwRT8wkEMNFa210tDSpFGQAieSgyEo6QA0tadZZAQdKUsceCrJA4N2vKTGPFMJh44BeLxcyn0HSHxNQPWECXrN4B4vcA3dtXRNTVFLJlGipBP4-1hZQdVsQux7_Ki40AnVivmvavMDSEQ6yCNrIdikyS2ZJyCSA2lUJ4dP3cjRtMu91ckQXsmSvtvrMp6g8gb9nA5qAkNQ&sig=AOD64_23HRV395wfgSmwU8T4ZV7WSgfZoQ&q&sqi=2&adurl&ved=2ahUKEwjEuJet-buFAxWbXGwGHZLVCUAQ0Qx6BAgKEAE&nis=12&uk=1712900102888&ms=CoACb-gCEGpcCO0w4XooEW5kO5SnvFnpF7Z9SbvoEtc0lmYhyt9-StsEh2xUYcwTBNQYgWpkP_xQtYH6FnHXD3psrrYG0YoCr2BoDDTsrKxkzEJ6znplMsmrWuQsVHP9dg5A9p-b306m6Hj3WRWdP6QfMLNAUoILH_HIZCyRxZt9C5McPdwkNALknzVKznsFu0fZDr8ncfoz1aSgChdY__uWh95xPE9-SI9a50uULQUqiIAc94k-r7JqltMFRLyGL0WjwRwUVX7WAKiPfjsIdDWMNAXEbry81n72MeVXzD3Xl23ezNFgQ9EZVYKVCZeteEkejWePpBw-Y25u7pQ21q0tlgqAAlk_WYUx11wC8ecJK2dB4bh24Qwmypvi7F1PWffHhcJuOSm8QjGHwMxOpCXm98XD1dsw9pI80YKhVBeS9apB9I7KktMKV_qPdRsS2K6CgUXLiPNUfXk6-76PIfR3cnUB4mfeeqbQXJ4IK01XUK5C1x1Sr2cENBo2QFdYqEw0TMVrH9ScwijHoO9pUNJ0RAxR9rZnmhKdr8CTSQ2XCiEddtMaNkFtoiHu-tfDh-_BGJPVxfp_Qwd8h2TwJcj9jKvfxIAsnqiAohP7MV48emrp4kfjiQs8aqj7lMMXtsDDarpAUy6_Ntqaf6AEZfqMKCilopL1YfXwO9J_wFB8L7t_yJgSEKaQ36-hE3w3DHFcijUJjVE&dct=1,TRUE,42000,222,124,15,ALL LEVEL,6 months,WEB DEVELOPMENT,2016-01-08,2016,1,8
PYTHON FOR DATA STRUCTURES AND ALGORITHMS,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjltNS9-ruFAxX-pGYCHe72BugYABAEGgJzbQ&ae=2&dsh=1&ase=3&agsac=lkApPFVZwC0&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5irFMl2BvzEsaUlTLPw533nnmWJqNB2qynSK-QVqVp-txCd5QPl1AoaAldQEALw_wcB&cit=CkQKCAjwlN6wBhAbEjQArQ3Zc7KHU154XnazR1gPtm1bljztNyk7FiBnwAt8YuOr74x-833HfhEUUff3Wofe4Q_XGgI2pPD_BwE&ei=Y8gYZq-NLdKNnesPueG74AY&ohost=www.google.com&cid=CAESwwHg9qiiD5DgZCKXYLENMMvEU-7BR8ko72PORFjzT-frhwiXy55vQ5NHKtkiGs4CIt1UzTN-HAa9RrG0zZ6mMZRXe5q6JZG6rgfIwfjwEjHe3_-n90F628VFnjjDYLsC0CAaDYetrOUu38yOSM-ImdbVgfJFxhbMWQlIjLiulZtn3M0YYOs_gTYrnbAVAWUbW3J71HzX63NJy_OKcgEzguP2mqFBZmmAPrekBf7-LQn9Eh_v3hHHZafhnvRExoBXNWlKhFs&sig=AOD64_34L38BuC6jZsX9NqWZCo80tPm9QA&q&sqi=2&adurl&ved=2ahUKEwjvys-9-ruFAxXSRmcHHbnwDmwQ0Qx6BAgGEAE&nis=12&uk=1712900200704&ms=CoACiSmgX2ioi5iEgO_0Z2pCWSrOTRAzrNdsrFvZHr_F0RS5Y_9DR1j3__t7yUG8ROShkpOWIymKmPTVJyQW6aNiOVZMCwDMZve3xI4jZPa_DTTGe9X2Psnis53YzpBT-hR6_WVW1xVYXsI2Cv3A_WDziQNHg-xTEeLKwDlFb_eJJbjmeIO8TvsEemXTiEtMQRzcBCV3KN-JDfFyo2VwvhKPWop90KcQaLrl0y3PqfhnHqTzvr8omluE_vtx7So-8OH-ZqL4Q6kszHYlZTX7_sdKbY-QXlN2BmZowYiZ4WF3zVrOABxUnfyT8fEEgCcX9UGb3usfIfzgt7AF-O01igkpQgqAAuyk6oHeuNm5molPd9btcg1R5M4j3v4XWv-4ifpRw51OfQ7Q4J0InyPnMiNH5QtGa9gGUpKUQ5R-22D2-okOP4tIXV2nmTWxOYCYMK5dgszjNjvHZgXhaZB50sh1Lk6KLFbnLrFEax6qbfoXab0yUwRS0kV1BNt4goPg0C6my338uaV_MpQRwpwca5U5ufPtiyRi6FsPkE8KWJiQyc1rAyfVnr-wfMmW6Fz9EDwWkao2LoJc5SLTdWH1s-ZBlsDNTD6mZGRo83wNT5_UY56mI0KASMrcGMWWeI0FfzULm_9VBuKj38oZXNonLEl92mezNauhnzyxPD1rPzzoJDBMAjcSEOUGHYwmf9RqIVi8OC8K7ME&dct=1,TRUE,42000,322,288,20,ALL LEVEL,6 months,WEB DEVELOPMENT,2022-03-22,2022,3,22
